Set_Name,Theme,Pieces,Price,Pages,Unique_Pieces,Complexity,Ratio_Unique_Pieces,Ratio_Pages_Pieces,Theme_Complexity_Score,Combined_Score
Katana 4X4,NINJAGO,450.0,49.99,128.0,185.0,normale,0.4111111111111111,0.28444444444444444,2,0.8985185185185185
Batwing and The Riddler Heist,Batman,489.0,49.99,132.0,212.0,normale,0.4335378323108384,0.26993865030674846,2,0.9011588275391956
Fairground Carousel,Creator 3-in-1,595.0,49.99,236.0,223.0,avanserte,0.37478991596638656,0.39663865546218485,3,1.2571428571428571
Stephanie's Soccer Practice,Friends,119.0,14.99,48.0,78.0,normale,0.6554621848739496,0.40336134453781514,2,1.0196078431372548
Emma's Art Stand,Friends,210.0,19.99,60.0,107.0,normale,0.5095238095238095,0.2857142857142857,2,0.9317460317460317
Batman and The Joker Escape,Batman,171.0,39.99,72.0,119.0,normale,0.695906432748538,0.42105263157894735,2,1.0389863547758285
The Hulkbuster Smash-Up,Marvel,375.0,29.99,84.0,143.0,normale,0.38133333333333336,0.224,2,0.8684444444444445
Imperial Dropship  20th Anniversary Edition,Star Wars,125.0,19.99,60.0,57.0,normale,0.456,0.48,2,0.9786666666666667
Raptor Rescue Truck,Juniors,85.0,24.99,56.0,56.0,enkle,0.6588235294117647,0.6588235294117647,1,0.7725490196078431
Frozen Ice Castle,Disney,59.0,49.99,28.0,31.0,normale,0.5254237288135594,0.4745762711864407,2,1.0
Throne Room Showdown,NINJAGO,221.0,19.99,68.0,111.0,normale,0.502262443438914,0.3076923076923077,2,0.9366515837104071
Monster Burger Truck,Creator 3-in-1,499.0,49.99,248.0,183.0,avanserte,0.3667334669338677,0.4969939879759519,3,1.2879091516366066
WHACK!,Technic,135.0,19.99,123.0,41.0,avanserte,0.3037037037037037,0.9111111111111111,3,1.4049382716049383
Service Station,City,354.0,49.99,193.0,179.0,normale,0.5056497175141242,0.5451977401129944,2,1.0169491525423728
Anna & Olaf,BrickHeadz,201.0,14.99,56.0,78.0,normale,0.3880597014925373,0.27860696517412936,2,0.888888888888889
Andrea's Park Performance,Friends,229.0,24.99,80.0,126.0,normale,0.5502183406113537,0.34934497816593885,2,0.9665211062590974
The Flash,DC,122.0,9.99,40.0,47.0,normale,0.38524590163934425,0.32786885245901637,2,0.9043715846994536
Harry Potter Advent Calendar,Harry Potter,305.0,39.99,3.0,151.0,normale,0.49508196721311476,0.009836065573770493,2,0.8349726775956284
Darth Maul,Star Wars,104.0,29.99,52.0,43.0,normale,0.41346153846153844,0.5,2,0.9711538461538461
Olivia's Deluxe Bedroom,Friends,163.0,14.99,60.0,100.0,normale,0.6134969325153374,0.36809815950920244,2,0.9938650306748467
Cloud-Rider Swoop Bikes,Star Wars,355.0,29.99,92.0,148.0,normale,0.4169014084507042,0.2591549295774648,2,0.892018779342723
TIE Fighter Attack,Star Wars,77.0,19.99,40.0,50.0,normale,0.6493506493506493,0.5194805194805194,2,1.0562770562770563
Brick-built Minions and their Lair,Minions,876.0,49.99,184.0,180.0,normale,0.2054794520547945,0.2100456621004566,2,0.8051750380517504
Escape Pod vs. Dewback Microfighters,Star Wars,177.0,19.99,64.0,79.0,normale,0.4463276836158192,0.3615819209039548,2,0.9359698681732581
Destiny's Wing,NINJAGO,181.0,19.99,76.0,100.0,normale,0.5524861878453039,0.4198895027624309,2,0.990791896869245
Mickey's Vacation House,Disney,57.0,49.99,28.0,37.0,normale,0.6491228070175439,0.49122807017543857,2,1.0467836257309941
Fire Station,DUPLO,76.0,49.99,34.0,47.0,enkle,0.618421052631579,0.4473684210526316,1,0.6885964912280702
Jay's Cyber Dragon,NINJAGO,518.0,49.99,84.0,189.0,normale,0.36486486486486486,0.16216216216216217,2,0.8423423423423424
Hydro-Man Attack,Marvel,471.0,39.99,96.0,170.0,normale,0.3609341825902335,0.20382165605095542,2,0.8549186128803963
Power Boat,Technic,174.0,14.99,98.0,56.0,avanserte,0.3218390804597701,0.5632183908045977,3,1.2950191570881227
Thunder Raider,NINJAGO,576.0,49.99,148.0,191.0,normale,0.3315972222222222,0.2569444444444444,2,0.8628472222222222
Police Helicopter Transport,City,317.0,49.99,156.0,161.0,normale,0.5078864353312302,0.4921135646687697,2,1.0
The Lighthouse of Darkness,Hidden Side,540.0,49.99,156.0,240.0,normale,0.4444444444444444,0.28888888888888886,2,0.9111111111111111
D.Va & Reinhardt,Overwatch,455.0,39.99,108.0,161.0,normale,0.35384615384615387,0.23736263736263735,2,0.8637362637362638
Pirate Ship,Minecraft,386.0,39.99,116.0,143.0,normale,0.3704663212435233,0.3005181347150259,2,0.890328151986183
Shimmer & Shine Sparkle Spa!,THE LEGO MOVIE 2,694.0,69.99,128.0,209.0,normale,0.3011527377521614,0.1844380403458213,2,0.8285302593659942
Modular Sweet Surprises,Creator 3-in-1,396.0,39.99,184.0,187.0,avanserte,0.4722222222222222,0.46464646464646464,3,1.3122895622895623
The Joker Batcave Attack,Batman,151.0,24.99,76.0,94.0,normale,0.6225165562913907,0.5033112582781457,2,1.0419426048565121
Olivia's Mission Vehicle,Friends,223.0,19.99,84.0,106.0,normale,0.47533632286995514,0.37668161434977576,2,0.9506726457399104
Modular Winter Vacation,Creator 3-in-1,374.0,34.99,200.0,142.0,avanserte,0.37967914438502676,0.5347593582887701,3,1.304812834224599
Belle's Tea Party,Disney,19.0,19.99,8.0,16.0,normale,0.8421052631578947,0.42105263157894735,2,1.087719298245614
Wyld-Mayhem Star Fighter,THE LEGO MOVIE 2,405.0,49.99,132.0,157.0,normale,0.38765432098765434,0.32592592592592595,2,0.9045267489711936
City Central Airport,Juniors,376.0,49.99,144.0,170.0,enkle,0.4521276595744681,0.3829787234042553,1,0.6117021276595745
Spider-Man vs. Electro,Marvel,29.0,19.99,10.0,22.0,normale,0.7586206896551724,0.3448275862068966,2,1.0344827586206897
Star Wars Advent Calendar,Star Wars,280.0,39.99,2.0,177.0,normale,0.6321428571428571,0.007142857142857143,2,0.8797619047619047
Drifting Diner,Friends,345.0,29.99,92.0,182.0,normale,0.527536231884058,0.26666666666666666,2,0.9314009661835749
Gentle Giants Petting Zoo,Jurassic World,24.0,19.99,13.0,19.0,normale,0.7916666666666666,0.5416666666666666,2,1.111111111111111
San Francisco,Architecture,565.0,49.99,128.0,163.0,avanserte,0.2884955752212389,0.22654867256637168,3,1.1716814159292035
Ariel's Castle,Disney,115.0,24.99,56.0,74.0,normale,0.6434782608695652,0.48695652173913045,2,1.0434782608695652
Paranormal Intercept Bus 3000,Hidden Side,689.0,59.99,136.0,272.0,normale,0.39477503628447025,0.19738751814223512,2,0.8640541848089018
Porsche 919 Hybrid,Speed Champions,163.0,14.99,60.0,75.0,normale,0.4601226993865031,0.36809815950920244,2,0.9427402862985685
Mickey's Boat,Disney,28.0,29.99,24.0,25.0,normale,0.8928571428571429,0.8571428571428571,2,1.25
Baryonyx Face-Off: The Treasure Hunt,Jurassic World,434.0,59.99,96.0,211.0,normale,0.4861751152073733,0.22119815668202766,2,0.9024577572964669
Avengers Hulk Helicopter Rescue,Marvel,482.0,59.99,100.0,187.0,normale,0.3879668049792531,0.2074688796680498,2,0.8651452282157677
Iron Man Hall of Armour,Marvel,524.0,59.99,104.0,156.0,normale,0.29770992366412213,0.1984732824427481,2,0.83206106870229
Hagrid's Hut: Buckbeak's Rescue,Harry Potter,496.0,59.99,120.0,208.0,normale,0.41935483870967744,0.24193548387096775,2,0.8870967741935484
Lighthouse Rescue Centre,Friends,602.0,59.99,180.0,273.0,normale,0.45348837209302323,0.29900332225913623,2,0.9174972314507198
Twin-Rotor Helicopter,Creator 3-in-1,569.0,59.99,228.0,200.0,avanserte,0.351493848857645,0.4007029876977153,3,1.2507322788517867
Action Battle Echo Base Defence,Star Wars,504.0,59.99,112.0,192.0,normale,0.38095238095238093,0.2222222222222222,2,0.8677248677248678
Heartlake City Restaurant,Friends,624.0,59.99,140.0,201.0,normale,0.32211538461538464,0.22435897435897437,2,0.8488247863247863
Lunar Space Station,City,412.0,59.99,172.0,171.0,normale,0.41504854368932037,0.4174757281553398,2,0.9441747572815533
Andrea's Accessories Store,Friends,294.0,29.99,84.0,128.0,normale,0.43537414965986393,0.2857142857142857,2,0.9070294784580498
Triceratops Rampage,Jurassic World,447.0,59.99,112.0,200.0,normale,0.44742729306487694,0.2505592841163311,2,0.8993288590604026
Heartlake City Hospital,Friends,379.0,49.99,132.0,154.0,normale,0.40633245382585753,0.3482849604221636,2,0.9182058047493404
Thor's Weapon Quest,Marvel,223.0,19.99,84.0,112.0,normale,0.5022421524663677,0.37668161434977576,2,0.9596412556053812
Millennium Falcon Microfighter,Star Wars,92.0,9.99,44.0,48.0,normale,0.5217391304347826,0.4782608695652174,2,1.0
Darth Vader,Star Wars,104.0,9.99,40.0,41.0,normale,0.3942307692307692,0.38461538461538464,2,0.9262820512820512
T. rex Tower,Jurassic World,22.0,29.99,14.0,18.0,normale,0.8181818181818182,0.6363636363636364,2,1.1515151515151516
Ahch-To Island Training,Star Wars,241.0,29.99,84.0,129.0,normale,0.5352697095435685,0.34854771784232363,2,0.9612724757952974
Spider-Man's Spider Crawler ,Marvel,418.0,39.99,84.0,132.0,normale,0.3157894736842105,0.20095693779904306,2,0.8389154704944178
Moloch's Landspeeder,Star Wars,464.0,39.99,144.0,163.0,normale,0.35129310344827586,0.3103448275862069,2,0.8872126436781609
Underminer's Bank Heist,Juniors,149.0,24.99,64.0,99.0,enkle,0.6644295302013423,0.42953020134228187,1,0.697986577181208
Friendship Box,Friends,563.0,49.99,172.0,198.0,normale,0.35168738898756663,0.30550621669627,2,0.8857312018946123
Paris,Architecture,649.0,49.99,112.0,114.0,avanserte,0.17565485362095531,0.17257318952234207,3,1.1160760143810993
Emma's Deluxe Bedroom,Friends,183.0,14.99,68.0,105.0,normale,0.5737704918032787,0.37158469945355194,2,0.9817850637522768
Rapunzel's Travelling Caravan,Disney,323.0,39.99,108.0,171.0,normale,0.5294117647058824,0.33436532507739936,2,0.954592363261094
Belle's Castle Winter Celebration,Disney,238.0,49.99,108.0,146.0,normale,0.6134453781512605,0.453781512605042,2,1.022408963585434
Joker's Trike Chase,Batman,440.0,49.99,108.0,181.0,normale,0.4113636363636364,0.24545454545454545,2,0.8856060606060606
Stephanie's Lakeside House,Friends,215.0,34.99,112.0,142.0,normale,0.6604651162790698,0.5209302325581395,2,1.0604651162790697
Gallimimus and Pteranodon Breakout,Jurassic World,391.0,49.99,112.0,170.0,normale,0.43478260869565216,0.2864450127877238,2,0.9070758738277919
Kai's Blade Cycle & Zane's Snowmobile,NINJAGO,376.0,29.99,128.0,189.0,normale,0.5026595744680851,0.3404255319148936,2,0.9476950354609929
Lamborghini Urus ST-X & Huracán Super Trofeo EVO ,Speed Champions,663.0,49.99,144.0,202.0,normale,0.3046757164404223,0.2171945701357466,2,0.840623428858723
Beach House,Friends,444.0,49.99,160.0,216.0,normale,0.4864864864864865,0.36036036036036034,2,0.948948948948949
Deluxe Brick Box,DUPLO,85.0,49.99,28.0,58.0,enkle,0.6823529411764706,0.32941176470588235,1,0.6705882352941176
Las Vegas,Architecture,501.0,39.99,108.0,123.0,avanserte,0.24550898203592814,0.2155688622754491,3,1.1536926147704591
Stunt Show Truck & Bike,Technic,610.0,49.99,120.0,109.0,avanserte,0.17868852459016393,0.19672131147540983,3,1.1251366120218578
Chevrolet Corvette ZR1,Technic,579.0,49.99,233.0,105.0,avanserte,0.18134715025906736,0.40241796200345425,3,1.1945883707541738
Stygimoloch Breakout,Jurassic World,222.0,29.99,84.0,91.0,normale,0.4099099099099099,0.3783783783783784,2,0.9294294294294293
Ocean's Bottom,Classic,579.0,29.99,57.0,218.0,enkle,0.3765112262521589,0.09844559585492228,1,0.4916522740356937
Police Monster Truck Heist,City,362.0,59.99,200.0,198.0,normale,0.5469613259668509,0.5524861878453039,2,1.0331491712707181
Death Star Escape,Star Wars,329.0,29.99,84.0,110.0,normale,0.3343465045592705,0.2553191489361702,2,0.8632218844984804
Mia's Tree House,Friends,351.0,29.99,120.0,151.0,normale,0.4301994301994302,0.3418803418803419,2,0.9240265906932574
Andrea's Talent Show,Friends,492.0,49.99,124.0,184.0,normale,0.37398373983739835,0.25203252032520324,2,0.8753387533875339
Steam Train,DUPLO,59.0,59.99,48.0,38.0,enkle,0.6440677966101694,0.8135593220338984,1,0.8192090395480226
Boba Fett,Star Wars,625.0,59.99,116.0,172.0,normale,0.2752,0.1856,2,0.8202666666666666
Fire Plane,City,363.0,59.99,156.0,151.0,normale,0.41597796143250687,0.4297520661157025,2,0.9485766758494032
Porsche 911 RSR and 911 Turbo 3.0,Speed Champions,391.0,29.99,120.0,166.0,normale,0.42455242966751916,0.3069053708439898,2,0.9104859335038363
Peter Venkman & Slimer,BrickHeadz,228.0,19.99,77.0,90.0,normale,0.39473684210526316,0.33771929824561403,2,0.9108187134502924
Harvester Transport,City,358.0,29.99,148.0,166.0,normale,0.46368715083798884,0.4134078212290503,2,0.9590316573556796
Stormtrooper,Star Wars,647.0,59.99,124.0,155.0,normale,0.23956723338485317,0.19165378670788252,2,0.8104070066975786
Resistance Y-wing Starfighter,Star Wars,578.0,69.99,76.0,177.0,normale,0.3062283737024221,0.1314878892733564,2,0.8125720876585928
Stark Jet and the Drone Attack,Spider-Man,504.0,69.99,96.0,176.0,normale,0.3492063492063492,0.19047619047619047,2,0.8465608465608465
Hogwarts Whomping Willow,Harry Potter,753.0,69.99,148.0,253.0,normale,0.33598937583001326,0.19654714475431606,2,0.8441788401947764
Major Vonreg's TIE Fighter,Star Wars,496.0,69.99,92.0,151.0,normale,0.30443548387096775,0.18548387096774194,2,0.8299731182795699
Fire Station,City,509.0,69.99,184.0,210.0,normale,0.412573673870334,0.3614931237721022,2,0.9246889325474786
Large Playground Brick Box,DUPLO,71.0,49.99,32.0,49.0,enkle,0.6901408450704225,0.4507042253521127,1,0.7136150234741784
Tokyo,Architecture,547.0,59.99,96.0,146.0,avanserte,0.26691042047531993,0.17550274223034734,3,1.1474710542352224
D-O,Star Wars,519.0,69.99,72.0,149.0,normale,0.28709055876685935,0.13872832369942195,2,0.8086062941554272
Dubai,Architecture,740.0,59.99,112.0,127.0,avanserte,0.17162162162162162,0.15135135135135136,3,1.1076576576576576
Emma's Art Studio,Friends,235.0,24.99,60.0,122.0,normale,0.5191489361702127,0.2553191489361702,2,0.924822695035461
The Flintstones,Ideas,748.0,59.99,180.0,242.0,avanserte,0.3235294117647059,0.24064171122994651,3,1.1880570409982176
Lex Luthor Mech Takedown,DC,406.0,39.99,84.0,159.0,normale,0.3916256157635468,0.20689655172413793,2,0.8661740558292282
Pop-Up Party Bus,THE LEGO MOVIE 2,1024.0,79.99,172.0,294.0,normale,0.287109375,0.16796875,2,0.818359375
The Illager Raid,Minecraft,562.0,59.99,96.0,187.0,normale,0.33274021352313166,0.1708185053380783,2,0.8345195729537367
The Big Race Day,Friends,648.0,59.99,144.0,252.0,normale,0.3888888888888889,0.2222222222222222,2,0.8703703703703703
Avengers Wrath of Loki,Marvel,223.0,59.99,124.0,137.0,normale,0.6143497757847534,0.5560538116591929,2,1.0568011958146488
Central Airport,City,286.0,59.99,169.0,168.0,normale,0.5874125874125874,0.5909090909090909,2,1.0594405594405594
The Great Home Escape,Juniors,178.0,29.99,76.0,123.0,enkle,0.6910112359550562,0.42696629213483145,1,0.7059925093632958
Shanghai,Architecture,597.0,59.99,160.0,144.0,avanserte,0.24120603015075376,0.26800670016750416,3,1.1697375767727527
Tropical Island,DUPLO,73.0,59.99,40.0,44.0,enkle,0.6027397260273972,0.547945205479452,1,0.7168949771689498
Modular Playhouse,DUPLO,129.0,59.99,84.0,56.0,enkle,0.43410852713178294,0.6511627906976745,1,0.6950904392764858
Iron Man,Marvel,480.0,59.99,132.0,123.0,normale,0.25625,0.275,2,0.84375
Phantom Fire Truck 3000,Hidden Side,760.0,59.99,148.0,263.0,normale,0.3460526315789474,0.19473684210526315,2,0.8469298245614034
Central Perk,Ideas,1070.0,59.99,156.0,366.0,avanserte,0.34205607476635513,0.14579439252336449,3,1.1626168224299065
Dinosaur Fossils,Ideas,910.0,59.99,169.0,201.0,avanserte,0.22087912087912087,0.18571428571428572,3,1.1355311355311355
Batman Mech vs. Poison Ivy Mech ,Batman,375.0,39.99,92.0,173.0,normale,0.4613333333333333,0.24533333333333332,2,0.9022222222222221
Mobile Stunt Show,Creator 3-in-1,581.0,49.99,224.0,212.0,avanserte,0.3648881239242685,0.3855421686746988,3,1.2501434308663224
The Melon Farm,Minecraft,69.0,14.99,44.0,47.0,normale,0.6811594202898551,0.6376811594202898,2,1.106280193236715
Mia's House,Friends,715.0,69.99,192.0,274.0,normale,0.3832167832167832,0.26853146853146853,2,0.883916083916084
Hermione Granger,BrickHeadz,127.0,9.99,40.0,50.0,normale,0.3937007874015748,0.31496062992125984,2,0.9028871391076115
Street Race of Snake Jaguar,NINJAGO,308.0,29.99,112.0,130.0,normale,0.42207792207792205,0.36363636363636365,2,0.9285714285714285
Snoke's Throne Room,Star Wars,492.0,69.99,104.0,166.0,normale,0.33739837398373984,0.21138211382113822,2,0.8495934959349594
Hogwarts Express,Harry Potter,801.0,79.99,124.0,261.0,normale,0.3258426966292135,0.15480649188514356,2,0.8268830628381191
Elsa's Ice Palace,LEGO Frozen 2,701.0,79.99,180.0,234.0,normale,0.3338088445078459,0.25677603423680456,2,0.8635282929148835
Arendelle Castle,LEGO Frozen 2,521.0,79.99,192.0,231.0,normale,0.44337811900191937,0.3685220729366603,2,0.9373000639795266
Yoda's Hut,Star Wars,229.0,29.99,72.0,139.0,normale,0.6069868995633187,0.314410480349345,2,0.9737991266375546
Dirt Road Pursuit,City,297.0,39.99,116.0,140.0,normale,0.4713804713804714,0.39057239057239057,2,0.9539842873176206
Emmet and Lucy's Escape Buggy!,THE LEGO MOVIE 2,550.0,49.99,124.0,199.0,normale,0.3618181818181818,0.22545454545454546,2,0.8624242424242424
Cruising Adventures,Creator 3-in-1,597.0,59.99,216.0,246.0,avanserte,0.4120603015075377,0.36180904522613067,3,1.2579564489112227
Royal Talon Fighter Attack,Marvel,358.0,29.99,100.0,119.0,normale,0.3324022346368715,0.27932960893854747,2,0.8705772811918063
Pickup & Caravan,City,344.0,29.99,140.0,188.0,normale,0.5465116279069767,0.4069767441860465,2,0.9844961240310077
Arctic Air Transport,City,277.0,39.99,112.0,113.0,normale,0.40794223826714804,0.4043321299638989,2,0.937424789410349
Bastion,Overwatch,602.0,49.99,116.0,168.0,normale,0.27906976744186046,0.19269102990033224,2,0.823920265780731
Aladdin's and Jasmine's Palace Adventures,Disney,193.0,29.99,76.0,114.0,normale,0.5906735751295337,0.39378238341968913,2,0.9948186528497409
The Polar Igloo,Minecraft,278.0,29.99,84.0,95.0,normale,0.34172661870503596,0.302158273381295,2,0.8812949640287769
Watchpoint: Gibraltar,Overwatch,730.0,89.99,192.0,287.0,normale,0.39315068493150684,0.26301369863013696,2,0.8853881278538812
Unikingdom Creative Brick Box,Unikitty,433.0,39.99,172.0,220.0,enkle,0.5080831408775982,0.3972286374133949,1,0.6351039260969977
Blue's Helicopter Pursuit,Jurassic World,397.0,39.99,112.0,177.0,normale,0.44584382871536526,0.28211586901763225,2,0.9093198992443324
Stephanie's Sports Arena,Friends,460.0,44.99,108.0,188.0,normale,0.40869565217391307,0.23478260869565218,2,0.881159420289855
Ducati Panigale V4 R,Technic,646.0,69.99,128.0,128.0,avanserte,0.19814241486068113,0.19814241486068113,3,1.1320949432404541
Heavy Cargo Transport,City,310.0,29.99,128.0,161.0,normale,0.5193548387096775,0.4129032258064516,2,0.9774193548387098
Heartlake City Airplane,Friends,574.0,69.99,164.0,238.0,normale,0.4146341463414634,0.2857142857142857,2,0.9001161440185831
4 Privet Drive,Harry Potter,797.0,69.99,184.0,255.0,normale,0.3199498117942284,0.23086574654956085,2,0.850271852781263
Friendship Bus,Friends,778.0,69.99,236.0,286.0,normale,0.3676092544987147,0.3033419023136247,2,0.8903170522707798
Caravan Family Holiday,Creator 3-in-1,766.0,69.99,276.0,328.0,avanserte,0.4281984334203655,0.360313315926893,3,1.2628372497824196
People Pack - Outdoor Adventures,City,164.0,39.99,64.0,128.0,normale,0.7804878048780488,0.3902439024390244,2,1.056910569105691
Tactical Batman & Superman,BrickHeadz,209.0,19.99,69.0,72.0,normale,0.3444976076555024,0.33014354066985646,2,0.8915470494417863
Mining Heavy Driller,City,294.0,49.99,124.0,139.0,normale,0.47278911564625853,0.4217687074829932,2,0.9648526077097506
International Space Station,Ideas,864.0,69.99,128.0,186.0,avanserte,0.2152777777777778,0.14814814814814814,3,1.121141975308642
Knights of Ren Transport Ship,Star Wars,595.0,69.99,136.0,182.0,normale,0.3058823529411765,0.22857142857142856,2,0.8448179271708683
The Crafting Box 3.0,Minecraft,564.0,69.99,180.0,128.0,normale,0.22695035460992907,0.3191489361702128,2,0.8486997635933807
The Nether Portal,Minecraft,470.0,39.99,112.0,146.0,normale,0.31063829787234043,0.23829787234042554,2,0.849645390070922
T. Rex Breakout,Juniors,150.0,49.99,76.0,98.0,enkle,0.6533333333333333,0.5066666666666667,1,0.7200000000000001
Empire Temple of Madness,NINJAGO,810.0,79.99,160.0,267.0,normale,0.3296296296296296,0.19753086419753085,2,0.8423868312757201
Lloyd's Titan Mech,NINJAGO,876.0,79.99,164.0,230.0,normale,0.2625570776255708,0.1872146118721461,2,0.8165905631659056
Monastery of Spinjitzu,NINJAGO,1070.0,79.99,188.0,359.0,normale,0.3355140186915888,0.17570093457943925,2,0.8370716510903428
Mos Eisley Cantina,Star Wars,376.0,39.99,80.0,140.0,normale,0.3723404255319149,0.2127659574468085,2,0.8617021276595745
S.O.G. Headquarters,NINJAGO,530.0,39.99,96.0,246.0,normale,0.4641509433962264,0.1811320754716981,2,0.8817610062893082
First Order AT-ST,Star Wars,370.0,39.99,80.0,157.0,normale,0.4243243243243243,0.21621621621621623,2,0.8801801801801802
Townhouse Pet Shop & Café,Creator 3-in-1,969.0,79.99,356.0,289.0,avanserte,0.2982456140350877,0.3673890608875129,3,1.2218782249742002
Arctic Scout Truck,City,322.0,59.99,100.0,148.0,normale,0.45962732919254656,0.3105590062111801,2,0.9233954451345756
Spider-Man & Hulk Adventures,DUPLO,38.0,29.99,20.0,29.0,enkle,0.7631578947368421,0.5263157894736842,1,0.7631578947368421
General Grievous' Combat Speeder,Star Wars,157.0,29.99,60.0,76.0,normale,0.4840764331210191,0.3821656050955414,2,0.9554140127388534
Sunshine Surfer Van,Creator 3-in-1,379.0,34.99,184.0,160.0,avanserte,0.42216358839050133,0.48548812664907653,3,1.3025505716798593
The Nether Fight,Minecraft,84.0,14.99,40.0,48.0,normale,0.5714285714285714,0.47619047619047616,2,1.0158730158730158
Racing Yacht,Technic,330.0,39.99,156.0,83.0,avanserte,0.2515151515151515,0.4727272727272727,3,1.2414141414141413
Trafalgar Square,Architecture,1197.0,79.99,192.0,205.0,avanserte,0.17126148705096073,0.16040100250626566,3,1.110554163185742
The Ultra Dragon,NINJAGO,951.0,84.99,160.0,262.0,normale,0.2754994742376446,0.16824395373291273,2,0.8145811426568524
Ariel & Ursula,BrickHeadz,361.0,19.99,121.0,121.0,normale,0.33518005540166207,0.33518005540166207,2,0.8901200369344414
Darth Vader,Star Wars,168.0,39.99,56.0,61.0,normale,0.3630952380952381,0.3333333333333333,2,0.8988095238095237
TRON: Legacy,Ideas,230.0,34.99,68.0,73.0,avanserte,0.3173913043478261,0.2956521739130435,3,1.2043478260869565
Clone Scout Walker  20th Anniversary Edition,Star Wars,250.0,29.99,80.0,109.0,normale,0.436,0.32,2,0.9186666666666667
General Grievous's Starfighter,Star Wars,487.0,79.99,96.0,139.0,normale,0.28542094455852157,0.1971252566735113,2,0.8275154004106776
Sith TIE Fighter,Star Wars,470.0,79.99,104.0,127.0,normale,0.2702127659574468,0.22127659574468084,2,0.8304964539007091
Venomosaurus Ambush,Marvel,640.0,79.99,148.0,242.0,normale,0.378125,0.23125,2,0.8697916666666666
The Creeper Mine,Minecraft,834.0,79.99,164.0,206.0,normale,0.24700239808153476,0.19664268585131894,2,0.8145483613109512
Ocean Exploration Base,City,497.0,79.99,165.0,180.0,normale,0.36217303822937624,0.3319919517102616,2,0.8980549966465459
Jungle Rescue Base,Friends,648.0,79.99,176.0,251.0,normale,0.3873456790123457,0.2716049382716049,2,0.8863168724279835
Avengers Ultimate Quinjet,Marvel,840.0,79.99,160.0,252.0,normale,0.3,0.19047619047619047,2,0.8301587301587302
Avengers Compound Battle,Marvel,699.0,99.99,168.0,292.0,normale,0.4177396280400572,0.24034334763948498,2,0.8860276585598474
Party Boat,Friends,640.0,79.99,184.0,270.0,normale,0.421875,0.2875,2,0.9031250000000001
Remote-Controlled Stunt Racer,Technic,324.0,99.99,72.0,78.0,avanserte,0.24074074074074073,0.2222222222222222,3,1.154320987654321
Rescue Mission Boat,Friends,908.0,89.99,216.0,376.0,normale,0.41409691629955947,0.23788546255506607,2,0.8839941262848751
Donut Shop Opening,City,790.0,89.99,320.0,368.0,normale,0.46582278481012657,0.4050632911392405,2,0.9569620253164558
Great Wall of China,Architecture,551.0,49.99,112.0,81.0,avanserte,0.147005444646098,0.20326678765880218,3,1.1167574107683
Ariel's Royal Celebration Boat,Disney,380.0,49.99,108.0,156.0,normale,0.4105263157894737,0.28421052631578947,2,0.8982456140350877
Mountain Arrest,City,303.0,59.99,136.0,168.0,normale,0.5544554455445545,0.44884488448844884,2,1.001100110011001
Modular Skate House,Creator 3-in-1,422.0,39.99,196.0,169.0,avanserte,0.4004739336492891,0.46445497630331756,3,1.2883096366508688
Harry Potter & Hedwig,BrickHeadz,180.0,14.99,60.0,73.0,normale,0.40555555555555556,0.3333333333333333,2,0.912962962962963
Farm Pony Stable,DUPLO,59.0,29.99,25.0,31.0,enkle,0.5254237288135594,0.423728813559322,1,0.6497175141242938
First Responder,Technic,513.0,49.99,212.0,106.0,avanserte,0.20662768031189083,0.41325536062378165,3,1.2066276803118907
Air Base,City,529.0,89.99,260.0,270.0,normale,0.5103969754253308,0.4914933837429111,2,1.0006301197227474
Emma's Art Café,Friends,378.0,32.99,112.0,166.0,normale,0.43915343915343913,0.2962962962962963,2,0.9118165784832452
Emmet's Dream House/Rescue Rocket!,THE LEGO MOVIE 2,706.0,69.99,260.0,197.0,normale,0.2790368271954674,0.36827195467422097,2,0.8824362606232294
Diamond Heist,City,400.0,59.99,160.0,191.0,normale,0.4775,0.4,2,0.9591666666666666
AT-AP Walker,Star Wars,689.0,59.99,140.0,214.0,normale,0.31059506531204645,0.20319303338171263,2,0.8379293662312529
Pop-Up Book,Ideas,859.0,69.99,164.0,211.0,avanserte,0.24563445867287545,0.1909196740395809,3,1.1455180442374855
Snowspeeder  20th Anniversary Edition,Star Wars,309.0,39.99,116.0,159.0,normale,0.5145631067961165,0.37540453074433655,2,0.9633225458468176
Go Brick Me,BrickHeadz,708.0,29.99,84.0,160.0,normale,0.22598870056497175,0.11864406779661017,2,0.7815442561205272
Poe Dameron's X-wing Fighter,Star Wars,761.0,89.99,124.0,219.0,normale,0.28777923784494086,0.16294349540078842,2,0.8169075777485765
T. rex vs Dino-Mech Battle,Jurassic World,716.0,89.99,176.0,254.0,normale,0.3547486033519553,0.24581005586592178,2,0.866852886405959
Hogwarts Clock Tower,Harry Potter,922.0,89.99,176.0,276.0,normale,0.2993492407809111,0.19088937093275488,2,0.8300795372378887
Mission to Mars,Classic,871.0,59.99,81.0,330.0,enkle,0.3788748564867968,0.09299655568312284,1,0.4906238040566399
Avengers Tower Battle,Marvel,685.0,89.99,136.0,250.0,normale,0.36496350364963503,0.19854014598540146,2,0.8545012165450121
Mobile Bat Base,DC,743.0,89.99,140.0,275.0,normale,0.37012113055181695,0.18842530282637954,2,0.8528488111260654
